term	section	course	instructor	whenWhere
Spring 2009	1818	PSYCH-210	Akiyama	MW 12:30-1:45pm LA-215
Spring 2010	1818	PSYCH-101	Akiyama	MW 12:30-1:45pm MA-244
Spring 2012	1818	PSYCH-101	Akiyama	MW 12:30-1:45pm H-110
Spring 2008	1818	PSYCH-210	Akiyama	TTH 11:00-12:15pm MA-103
Spring 2006	1820	PSYCH-210	Akiyama	TTH 12:30-1:45pm MA-101
Spring 2009	1820	PSYCH-210	Akiyama	TTH 12:30-1:45pm MA-101
Spring 2008	1820	PSYCH-210	Akiyama	TTH 12:30-1:45pm MA-103
Spring 2005	1820	PSYCH-210	Akiyama	TTH 12:30-1:45pm LA-121
Spring 2007	1820	PSYCH-210	Akiyama	TTH 12:30-1:45pm MA-101
Fall 2008	1821	PSYCH-215	Akiyama	MW 9:30-10:45am ATC-115
Fall 2008	1826	PSYCH-215	Akiyama	TTH 9:30-10:45am ATC-115
Spring 2009	1829	PSYCH-215	Akiyama	TTH 9:30-10:45am ATC-115
Fall 2017	1835	PSYCH-225	Akiyama	TTH 12:30-1:50pm MA-101
Fall 2018	1835	PSYCH-225	Akiyama	TTH 12:45PM-02:10PM MA-101
Fall 2016	1835	PSYCH-225	Akiyama	TTH 12:30-1:50pm MA-101
Fall 2015	1835	PSYCH-225	Akiyama	TTH 12:30-1:50pm MA-104
Fall 2015	1836	PSYCH-225	Akiyama	TTH 11:00-12:20pm MA-104
Fall 2013	1836	PSYCH-225	Akiyama	TTH 11:00-12:20pm MA-104
Fall 2016	1836	PSYCH-225	Akiyama	TTH 11:00-12:20pm MA-104
Spring 2005	1837	PSYCH-220	Akiyama	MWF 11:00-11:50am MA-103
Fall 2009	1866	PSYCH-225	Akiyama	TTH 9:30-10:45am LA-217
Fall 2010	1866	PSYCH-225	Akiyama	TTH 8:00-9:15am H-110
Fall 2013	1880	PSYCH-225	Akiyama	TTH 12:30-1:50pm MA-104
Fall 2018	2235	PSYCH-225	Akiyama	TTH 12:45PM-02:10PM MA-101
Spring 2005	2706	PSYCH-220	Akiyama	MWF 10:00-10:50am MA-104
Spring 2010	2753	PSYCH-225	Akiyama	TTH 12:30-1:45pm MA-101
Spring 2011	2753	PSYCH-225	Akiyama	MW 8:00-9:15am MA-101 1/22-5/27
Spring 2016	2755	PSYCH-225	Akiyama	TTH 12:30-1:50pm MA-104
Spring 2018	2755	PSYCH-225	Akiyama	TTH 12:30PM-01:50PM MA-101 1/20-5/25
Fall 2009	4600	PSYCH-210	Akiyama	TTH 12:30-1:45pm H-110
Spring 2013	5092	PSYCH-220	Akiyama	online 2/04-4/15
Spring 2011	5092	PSYCH-220	Akiyama	online 1/22-5/27
Spring 2009	5092	PSYCH-220	Akiyama	online
Spring 2010	5092	PSYCH-220	Akiyama	online
Spring 2015	5092	PSYCH-220	Akiyama	online 2/09-4/13
Spring 2012	5092	PSYCH-220	Akiyama	online 2/04-4/15
Spring 2008	5092	PSYCH-220	Akiyama	online
Summer 2016	5307	PSYCH-101	Akiyama	online 6/20-7/07
Summer 2014	5307	PSYCH-101	Akiyama	online 6/16-7/03
Summer 2015	5307	PSYCH-101	Akiyama	online 6/15-7/02
Summer 2013	5307	PSYCH-101	Akiyama	online 6/17-7/03
Summer 2010	5308	PSYCH-220	Akiyama	online 6/14-7/01
Summer 2012	5308	PSYCH-220	Akiyama	online 7/09-7/26
Summer 2013	5308	PSYCH-220	Akiyama	online 6/17-7/03
Summer 2015	5308	PSYCH-220	Akiyama	online 6/15-7/02
Summer 2007	5308	PSYCH-220	Akiyama	online 6/18-7/26
Summer 2011	5308	PSYCH-220	Akiyama	online 7/05-7/21
Summer 2014	5308	PSYCH-220	Akiyama	online 6/16-7/03
Summer 2018	5308	PSYCH-220	Akiyama	  OFF-ONLINE 5/29-6/14
Summer 2017	5308	PSYCH-220	Akiyama	online 5/30-6/16
Summer 2016	5308	PSYCH-220	Akiyama	online 5/31-6/17
Summer 2016	5311	PSYCH-101	Akiyama	online 6/20-7/07
Summer 2014	5311	PSYCH-101	Akiyama	online 6/16-7/03
Summer 2015	5311	PSYCH-101	Akiyama	online 6/15-7/02
Summer 2013	5311	PSYCH-101	Akiyama	online 6/17-7/03
Summer 2015	5312	PSYCH-101	Akiyama	online 5/26-6/12
Summer 2014	5312	PSYCH-101	Akiyama	online 5/27-6/13
Summer 2016	5312	PSYCH-101	Akiyama	online 5/31-6/17
Fall 2016	5412	PSYCH-220	Akiyama	online 9/06-11/14
Fall 2017	5412	PSYCH-220	Akiyama	online 9/05-11/13
Fall 2007	5412	PSYCH-220	Akiyama	online 8/16-12/16
Fall 2008	5412	PSYCH-220	Akiyama	online
Fall 2011	5412	PSYCH-220	Akiyama	online 8/17-12/17
Fall 2014	5412	PSYCH-220	Akiyama	online 9/08-11/16
Fall 2013	5412	PSYCH-220	Akiyama	online 9/09-11/18
Fall 2012	5412	PSYCH-220	Akiyama	online 8/17-12/17
Fall 2009	5412	PSYCH-220	Akiyama	online
Fall 2010	5412	PSYCH-220	Akiyama	online
Fall 2015	5412	PSYCH-220	Akiyama	online 9/08-11/16
Fall 2015	5413	PSYCH-220	Akiyama	online 9/08-11/16
Fall 2010	5413	PSYCH-220	Akiyama	online
Fall 2013	5413	PSYCH-220	Akiyama	online 9/09-11/18
Fall 2012	5413	PSYCH-220	Akiyama	online 8/17-12/17
Fall 2011	5413	PSYCH-220	Akiyama	online 8/17-12/17
Fall 2014	5413	PSYCH-220	Akiyama	online 9/08-11/16
Fall 2017	5481	PSYCH-101	Akiyama	online 9/05-11/13
Fall 2016	5481	PSYCH-101	Akiyama	online 9/06-11/14
Fall 2015	5481	PSYCH-101	Akiyama	online 9/08-11/16
Fall 2015	5483	PSYCH-101	Akiyama	online 9/08-11/16
Fall 2013	5483	PSYCH-101	Akiyama	online 9/09-11/18
Fall 2016	5483	PSYCH-101	Akiyama	online 9/06-11/14
Fall 2017	5483	PSYCH-101	Akiyama	online 9/05-11/13
Fall 2014	5483	PSYCH-101	Akiyama	online 9/08-11/16
Fall 2017	5485	PSYCH-101	Akiyama	online 9/05-11/13
Fall 2017	5485	PSYCH-101	Akiyama	online 9/05-11/13
Fall 2016	5485	PSYCH-101	Akiyama	online 9/06-11/14
Fall 2016	5485	PSYCH-101	Akiyama	online 9/06-11/14
Fall 2016	5486	PSYCH-101	Akiyama	online 9/06-11/14
Fall 2017	5486	PSYCH-101	Akiyama	online 9/05-11/13
Spring 2017	5502	PSYCH-101	Akiyama	online 2/13-4/28
Spring 2016	5502	PSYCH-101	Akiyama	online 3/05-5/21
Spring 2016	5551	PSYCH-220	Akiyama	online 2/16-4/25
Spring 2017	5551	PSYCH-220	Akiyama	online 2/13-4/28
Spring 2010	5551	PSYCH-220	Akiyama	online
Spring 2015	5551	PSYCH-220	Akiyama	online 2/09-4/13
Spring 2012	5551	PSYCH-220	Akiyama	online 2/04-4/15
Spring 2013	5551	PSYCH-220	Akiyama	online 2/04-4/15
Spring 2011	5551	PSYCH-220	Akiyama	online 1/22-5/27
Fall 2015	5703	PSYCH-101	Akiyama	online 9/08-11/16
Fall 2012	5703	PSYCH-101	Akiyama	online 9/10-11/19
Fall 2013	5703	PSYCH-101	Akiyama	online 9/09-11/18
Fall 2011	5703	PSYCH-101	Akiyama	online 9/10-11/19
Fall 2014	5703	PSYCH-101	Akiyama	online 9/08-11/16
Fall 2007	5756	PSYCH-220	Akiyama	online 8/16-12/16
Fall 2011	5756	PSYCH-220	Akiyama	online 8/17-12/17
Fall 2012	5756	PSYCH-220	Akiyama	online 8/17-12/17
Fall 2013	5756	PSYCH-220	Akiyama	online 9/09-11/18
Fall 2009	5756	PSYCH-220	Akiyama	online
Fall 2010	5756	PSYCH-220	Akiyama	online
Fall 2008	5756	PSYCH-220	Akiyama	online
Spring 2015	5819	PSYCH-101	Akiyama	online 2/09-4/13
Spring 2013	5819	PSYCH-101	Akiyama	online 2/04-4/15
Spring 2012	5819	PSYCH-101	Akiyama	online 2/04-4/15
Spring 2017	5819	PSYCH-101	Akiyama	online 2/13-4/28
Spring 2016	5819	PSYCH-101	Akiyama	online 2/16-4/25
Spring 2016	5820	PSYCH-101	Akiyama	online 2/16-4/25
Spring 2017	5820	PSYCH-101	Akiyama	online 2/13-4/28
Spring 2012	5820	PSYCH-101	Akiyama	online 2/04-4/15
Spring 2013	5820	PSYCH-101	Akiyama	online 2/04-4/15
Spring 2015	5820	PSYCH-101	Akiyama	online 2/09-4/13
Spring 2017	5821	PSYCH-101	Akiyama	online 2/13-4/28
Spring 2016	5821	PSYCH-101	Akiyama	online 2/16-4/25
Spring 2006	5837	PSYCH-220	Akiyama	online
Spring 2008	5837	PSYCH-220	Akiyama	online
Spring 2010	5837	PSYCH-220	Akiyama	online
Spring 2011	5837	PSYCH-220	Akiyama	online 1/22-5/27
Spring 2009	5837	PSYCH-220	Akiyama	online
Spring 2007	5837	PSYCH-220	Akiyama	online
Spring 2017	6230	PSYCH-101	Akiyama	online 2/13-4/28
Spring 2017	6230	PSYCH-101	Akiyama	online 2/13-4/28
Fall 2006	8412	PSYCH-220	Akiyama	M 4:00-6:50pm MA-103
Spring 2005	8520	PSYCH-220	Akiyama	M 4:00-6:50pm MA-104
Spring 2007	8535	PSYCH-210	Akiyama	W 4:00-6:50pm MA-103
Spring 2006	8535	PSYCH-210	Akiyama	W 4:00-6:50pm MA-103
Spring 2008	8535	PSYCH-210	Akiyama	W 4:00-6:50pm MA-103
Spring 2011	8705	PSYCH-101	Akiyama	M 4:00-6:50pm H-110 1/22-5/27
Fall 2006	8734	PSYCH-210	Akiyama	W 4:00-6:50pm MA-103
Fall 2008	8734	PSYCH-210	Akiyama	W 4:00-6:50pm H-107
Fall 2007	8734	PSYCH-210	Akiyama	W 4:00-6:50pm MA-103 8/16-12/16
Fall 2017N	1835	PSYCH-225N	Akiyama	TTHNNNN 12:30-1:50pmN MA-101N FullTermN
Fall 2017N	1835	PSYCH-225N	Akiyama	TTHNNNN 12:30-1:50pmN MA-101N FullTermN
Fall 2017N	1835	PSYCH-225N	Akiyama	TTHNNNN 12:30-1:50pmN MA-101N FullTermN
Fall 2017N	1835	PSYCH-225N	Akiyama	TTHNNNN 12:30-1:50pmN MA-101N FullTermN
Fall 2014	8002	GEOG-125	Akl	W 6:00-8:50pm ATC-112
Fall 2009	8002	GEOG-125	Akl	T 6:00-8:50pm ATC-112
Fall 2013	8002	GEOG-125	Akl	W 6:00-8:50pm ATC-112
Spring 2015	8273	GEOG-125	Akl	T 6:00-8:50pm ATC-112
Fall 2014	0102	MATH-192	Alabovskaya	TTH 11:00-1:15pm MA-244
Fall 2006	0131	MATH-194	Alabovskaya	MWF 9:00-9:50am LA-207
Fall 2005	0133	MATH-292	Alabovskaya	MTWTHF 8:00-8:50am MA-250
Fall 2003	0138	MATH-294	Alabovskaya	MTWTH 8:00-8:50am MA-245
Fall 2010	0138	MATH-294	Alabovskaya	MWTH 9:25-10:50am LA-209
Fall 2015	0663	MATH-191	Alabovskaya	MW 2:00-4:15pm MA-244
Summer 2004	1041	MATH-191	Alabovskaya	MTWTH 6:50-10:20am MA-245 6/28-8/05
Summer 2013	1044	MATH-192	Alabovskaya	MTWTH 10:30-2:00pm MA-244 6/17-7/25
Summer 2002	1044	MATH-192	Alabovskaya	MTWTH 7:00-10:30am ET-122A 6/17-7/25
Summer 2005	1044	MATH-192	Alabovskaya	MTWTH 8:00-11:30am MA-240 6/20-7/28
Summer 2001	1047	MATH-193	Alabovskaya	MTWTH 10:30-2:00pm MA-249 6/18-7/26
Summer 2006	1049	MATH-292	Alabovskaya	MTWTH 12:45-4:15pm MA-240 6/19-7/27
Summer 2004	1055	MATH-294	Alabovskaya	MTWTH 3:00-5:50pm BFL-209 6/28-8/05
Summer 2007	1055	MATH-294	Alabovskaya	MTWTH 8:15-11:45am BFL-103 6/18-7/26
Spring 2005	1182	MATH-135	Alabovskaya	MTWTH 8:00-8:50am MA-240
Spring 2010	1184	MATH-135	Alabovskaya	TTH 12:30-2:20pm MA-244
Summer 2009	1189	MATH-194	Alabovskaya	MTWTHF 9:00-12:20pm MA-241 6/01-6/19
Summer 2008	1189	MATH-194	Alabovskaya	MTWTHF 9:00-12:35pm MA-241 5/27-6/13
Spring 2006	1200	MATH-182	Alabovskaya	TTH 9:30-10:45am MA-240
Spring 2007	1200	MATH-182	Alabovskaya	TTH 9:30-10:45am MA-240
Spring 2008	1247	MATH-193	Alabovskaya	MTWTHF 9:00-9:50am MA-245
Spring 2008	1294	MATH-193	Alabovskaya	MTWTHF 8:00-8:50am MA-245
Spring 2006	1294	MATH-193	Alabovskaya	MTWTHF 8:00-8:50am MA-249
Spring 2007	1294	MATH-193	Alabovskaya	MTWTHF 8:00-8:50am MA-249
Spring 2018	1394	MATH-294	Alabovskaya	TTH 03:30PM-05:45PM L-143 1/20-5/25
Spring 2016	1555	MATH-192	Alabovskaya	MW 2:00-4:15pm MA-108
Summer 2005	1577	MATH-192	Alabovskaya	MTWTH 1:00-4:30pm MA-249 6/20-7/28
Fall 2009	3445	MATH-120	Alabovskaya	TTH 9:30-11:45am MA-250
Fall 2007	3446	MATH-120	Alabovskaya	MTWTHF 10:00-10:50am LA-112 8/16-12/16
Fall 2007	3596	MATH-135	Alabovskaya	MTWTH 9:00-9:50am MA-240 8/16-12/16
Fall 2015	8022	BUS-250	Winkler	T 6:30-9:50pm L-102A 9/08-12/15
Fall 2016	8022	BUS-250	Winkler	T 6:30-9:50pm L-102B 9/06-12/16
Fall 2014	8022	BUS-250	Winkler	T 6:30-9:50pm ATC-116 9/09-12/16
Fall 2017	8022	BUS-250	Winkler	T 6:30-9:50pm L-102B 9/05-12/12
Fall 2002	8094	BUSMG-120	Winkler	T 7:00-9:50pm BFL-102
Fall 2004	8096	BUSMG-151B	Winkler	S 9:30-12:00pm BFL-102 10/09-10/09
Fall 2008	8097	BUSMG-151F	Winkler	S 8:00-12:00pm H-108 9/13-9/13
Fall 2009	8098	BUS-150L	Winkler	S 9:00-12:00pm H-108 9/26-9/26
Fall 2004	8099	BUSMG-152D	Winkler	S 9:00-12:00pm BFL-102 11/20-11/20
Fall 2003	8099	BUSMG-152D	Winkler	S 9:00-12:00pm BFL-102 11/22-11/22
Spring 2015	8350	BUSMG-150J	Winkler	S 9:00-12:00pm BFL-106 4/18-4/28
Spring 2017	8358	BUSMG-168	Winkler	S 9:00-12:00pm BFL-105 3/18-3/28
Spring 2016	8358	BUSMG-168	Winkler	S 9:00-12:00pm BFL-105 4/09-4/19
Fall 2014	8366	BUSMG-150H	Winkler	S 9:00-12:00pm BFL-113 10/18-10/18
Fall 2015	8367	BUSMG-168	Winkler	S 9:00-12:00pm BFL-113 10/31-11/10
Fall 2016	8367	BUSMG-168	Winkler	S 9:00-12:00pm BFL-113 10/22-11/01
Fall 2014	8367	BUSMG-150J	Winkler	S 9:00-12:00pm BFL-113 11/01-11/01
Fall 2007	8392	BUSMK-255	Winkler	TH 6:30-9:50pm H-106 9/06-12/13
Spring 2004	8420	BUS-109	Winkler	W 6:00-8:50pm BFL-102
Spring 2004	8435	BUS-109	Winkler	TH 4:00-6:50pm BFL-105
Fall 2002	8441	BUSMK-158	Winkler	M 7:00-9:50pm BFL-112
Fall 2001	8441	BUSMK-158	Winkler	M 7:00-9:50pm BE-206
Fall 2006	8473	BUSMK-158	Winkler	T 6:30-9:50pm BFL-102 9/05-12/12
Fall 2005	8473	BUSMK-158	Winkler	T 6:30-9:50pm BFL-105 9/06-12/13
Spring 2002	8536	BUSMK-148	Winkler	W 7:00-9:50pm BE-206
Spring 2006	8715	BUS-150L	Winkler	S 9:00-12:00pm BFL-102 2/03-2/03
Spring 2008	8715	BUS-150L	Winkler	S 9:00-12:00pm BFL-102 2/02-2/02
Spring 2009	8715	BUS-150L	Winkler	S 9:00-12:00pm BFL-102 2/14-2/14
Spring 2007	8715	BUS-150L	Winkler	S 9:00-12:00pm BFL-102 2/03-2/03
Spring 2005	8715	BUS-150L	Winkler	S 9:00-12:00pm BFL-102 2/04-2/04
Spring 2010	8776	BUS-150Y	Winkler	S 9:00-12:00pm H-106 3/20-3/20
Fall 2008	8875	BUSMG-151T	Winkler	S 8:30-12:00pm H-107 11/01-11/01
Spring 2017	8886	BUS-250	Winkler	M 6:30-9:50pm BFL-102 2/06-5/22
Spring 2016	8886	BUS-250	Winkler	M 6:30-9:50pm BFL-105 2/08-5/23
Spring 2019	8886	BUS-250	Winkler	M 06:25PM-09:35PM H-107 1/28-5/24
Spring 2009	8997	BUSMG-151T	Winkler	S 9:00-12:00pm H-106 3/21-3/21
Spring 2008	8997	BUSMG-151T	Winkler	S 9:00-12:00pm H-106 4/12-4/12
Fall 2006	9013	BUSMK-255	Winkler	M 6:00-9:35pm WCC 9/11-12/11
Fall 2004	9070	BUS-150L	Winkler	S 9:00-12:00pm SRV-110B 9/18-9/18
Fall 2004	9089	BUSMG-151B	Winkler	S 9:30-12:00pm SRV-110B 10/02-10/02
Spring 2016	9093	BUS-109	Winkler	W 6:00-8:50pm SRC-W218
Spring 2017	9093	BUS-109	Winkler	W 6:00-8:50pm SRC-W218
Spring 2012	9093	BUS-109	Winkler	W 6:00-8:50pm SRC-W218
Spring 2013	9093	BUS-109	Winkler	W 6:00-8:50pm SRC-W218
Spring 2015	9093	BUS-109	Winkler	W 6:00-8:50pm SRC-W218
Fall 2009	9120	BUS-109	Winkler	TTH 9:30-10:45am SRC-W217
Fall 2007	9160	BUS-250	Winkler	T 6:00-9:35pm WCC 9/11-12/11
Fall 2008	9160	BUS-250	Winkler	TH 6:00-9:20pm WCC 9/11-12/18
Summer 2003	9164	BUSMG-120	Winkler	MW 6:30-9:45pm WCC 6/09-7/30
Summer 2004	9164	BUSMG-120	Winkler	MW 6:30-9:45pm WCC 6/14-8/04
Fall 2011	9166	BUSMK-256	Winkler	T 6:30-9:20pm SRC-E225 8/17-12/17
Fall 2012	9166	BUSMK-256	Winkler	T 6:30-9:20pm SRC-E225 8/17-12/17
Spring 2018	9247	BUS-109	Winkler	W 05:30PM-08:50PM SRC-W218 2/07-5/25
Fall 2009	9462	BUS-109	Winkler	TTH 7:30-8:55am SRVHS 9/01-12/17
Fall 2008	9462	BUS-109	Winkler	TTH 7:30-9:00am SRVHS 9/02-12/18
Fall 2007	9462	BUS-109	Winkler	TTH 7:30-9:00am SRVHS 9/04-12/13
Fall 2003	9462	BUS-109	Winkler	TTH 7:30-9:10am SRVHS 8/28-12/11
Fall 2004	9462	BUS-109	Winkler	TTH 7:30-9:00am SRVHS 9/02-12/16
Fall 2005	9462	BUS-109	Winkler	TTH 7:30-9:00am SRVHS 9/06-12/15
Fall 2006	9462	BUS-109	Winkler	TTH 7:30-9:00am SRVHS 9/05-12/14
Fall 2015	9469	BUS-109	Winkler	W 6:00-8:50pm SRC-W218
Fall 2010	9469	BUS-109	Winkler	T 6:30-9:20pm SRV-W217
Fall 2014	9469	BUS-109	Winkler	W 6:30-9:20pm SRC-W218
Fall 2016	9469	BUS-109	Winkler	W 6:00-8:50pm SRC-W218
Fall 2017	9469	BUS-109	Winkler	W 6:00-8:50pm SRC-W218
Spring 2008	9485	BUSMK-255	Winkler	TTH 7:45-9:00am SRVHS 1/29-5/22
Spring 2007	9485	BUSMK-255	Winkler	TTH 7:45-9:00am SRVHS 1/30-5/24
Spring 2006	9485	BUSMK-255	Winkler	TTH 7:45-9:00am SRVHS 1/30-5/24
Spring 2009	9485	BUSMK-255	Winkler	TTH 7:45-9:00am SRVHS 1/27-5/21
Spring 2009	9498	BUSMG-151F	Winkler	S 9:00-12:00pm SRC-W217 3/07-3/07
Spring 2006	9498	BUSMG-151F	Winkler	S 9:30-12:30pm WCC 2/24-2/24
Spring 2007	9498	BUSMG-151F	Winkler	S 9:30-12:30pm WCC 2/24-2/24
Spring 2008	9498	BUSMG-151F	Winkler	S 9:30-12:30pm SRC-W217 3/08-3/08
Spring 2006	9501	BUSMG-151L	Winkler	S 9:30-12:30pm WCC 4/28-4/28
Spring 2006	9506	BUSMG-120	Winkler	M 6:00-9:15pm WCC 1/29-5/21
Spring 2004	9506	BUSMG-120	Winkler	M 6:30-9:20pm WCC
Spring 2007	9506	BUSMG-120	Winkler	M 6:15-9:30pm WCC 1/29-5/21
Spring 2008	9506	BUSMG-120	Winkler	W 6:15-9:30pm WCC 1/30-5/21
Spring 2009	9567	BUS-250	Winkler	W 6:00-8:50pm WCC
Fall 2003	9635	BUSMG-120	Winkler	TH 6:30-9:50pm SRV-102 9/11-12/11
Spring 2009	9686	BUSMG-151T	Winkler	S 9:00-12:00pm SRC-W217 1/31-1/31
Spring 2011	9721	BUS-109	Winkler	MW 11:00-12:15pm SRV-W217 1/22-5/27
Spring 2010	9723	BUS-109	Winkler	TTH 9:30-10:45am SRV-W217
Spring 2019	1276	COMSC-165	Winsberg	TTHTTH 08:00AM09:35AM-09:2 ATCATC-109109 1/28-5/24
Spring 2017	1276	COMSC-165	Winsberg	TTH 9:30-11:00am L-142
Spring 2018	1276	COMSC-165	Winsberg	TTHT 09:30AM-11:00AM L-142 1/20-5/25
Fall 2017	3015	COMSC-165	Winsberg	TTH 2:00-3:30pm L-142
Spring 2004	2953	ARCHI-220	Winslow	MW 2:00-3:00pm ET-117
Spring 2016	8296	HORT-183	Winther	M 6:30-8:20pm ET-112 3/28-5/23
Fall 2015	8450	HORT-180	Winther	M 6:00-8:50pm ET-120B
Summer 2013	9039	MATH-121	Wise	MTWTH 8:15-10:20am SRC-E226 6/17-7/25
Spring 2012	9072	MATH-192	Wise	TTH 6:00-8:15pm SRC-W222
Spring 2013	9072	MATH-192	Wise	TTH 6:00-8:15pm SRC-W222
Spring 2015	9077	MATH-193	Wise	MW 12:30-2:45pm SRC-E230
Fall 2014	9080	MATH-121	Wise	TTH 9:30-10:50am SRC-W218
Fall 2012	9081	MATH-135	Wise	MW 11:00-12:50pm SRC-E226 8/17-12/17
Summer 2014	9281	MATH-135	Wise	MTWTH 10:30-1:20pm SRC-W219 6/16-7/24
Summer 2013	9281	MATH-135	Wise	MTWTH 10:30-1:20pm SRC-W219 6/17-7/25
Summer 2015	9281	MATH-135	Wise	MTWTH 10:30-1:20pm SRC-W219 6/15-7/23
Summer 2017	9295	MATH-193	Wise	MTWTH 8:00-11:30am SRC-E227 6/19-7/27
Spring 2012	9421	MATH-121	Wise	TTH 12:30-1:45pm SRC-E229
Spring 2013	9421	MATH-121	Wise	TTH 12:30-1:45pm SRC-E229
Fall 2014	9463	MATH-192	Wise	TTH 1:00-3:15pm SRC-E226
Spring 2015	9468	MATH-182	Wise	TTH 11:00-12:50pm SRC-E226
Fall 2013	9468	MATH-192	Wise	MW 12:30-2:45pm SRC-E230
Fall 2012	9478	MATH-193	Wise	TTH 6:00-8:15pm SRC-W216 8/17-12/17
Fall 2013	9479	MATH-292	Wise	TTH 11:00-1:15pm SRC-E230
Spring 2008	9058	NUTRI-160	Wise	TH 6:00-9:15pm WCC 1/31-5/22
Fall 2007	9096	NUTRI-160	Wise	W 6:00-8:50pm WCC 8/16-12/16
Spring 2002	4173	MUSPF-177	Witbeck	T 7:00-9:50pm M-104
Fall 2002	8143	MUSPF-240	Witbeck	T 7:00-9:50pm M-104
Spring 2002	8163	MUSPF-290	Witbeck	T 7:00-9:50pm M-104
Fall 2002	8669	MUSPF-290	Witbeck	T 7:00-9:50pm M-104
Fall 2001	8669	MUSPF-290	Witbeck	T 7:00-9:50pm M-104
Fall 2001	8961	MUSPF-147	Witbeck	T 7:00-9:50pm M-104
Spring 2004	1256	COMSC-102	Withe	   2/02-3/12
Spring 2002	1267	COMSC-210	Withe	MW 12:00-1:30pm MA-107
Fall 2001	3029	COMSC-210	Withe	MW 12:00-1:30pm MA-107
Fall 2007	5061	COMSC-102	Withe	online 8/25-12/16
Spring 2005	5125	COMSC-102	Withe	online 1/30-3/10
Spring 2002	8272	COMSC-110	Withe	MW 4:00-5:30pm L-141
Fall 2001	8292	COMSC-110	Withe	MW 4:00-5:30pm LA-207
Spring 2009	1120	ART-150PT	Wofford	TTH 9:30-12:20pm A-102
Spring 2009	1168	ART-129	Wofford	TTH 9:30-12:20pm A-102
Fall 2008	8714	ART-105	Wofford	MW 7:00-9:50pm A-101
Fall 2016	3755	HORT-143	Wolcott	TTH 8:00-9:20pm OH-101
Summer 2018	8118	HORT-148L	Wolcott	FS 02:00PM09:00AM-04:5 OHOH-101101 6/22-7/28
Spring 2016	8246	HORT-137L	Wolcott	S 9:00-12:30pm OH-101 1/23-3/19
Spring 2016	8252	HORT-179	Wolcott	W 7:00-9:50pm ET-112
Spring 2016	8286	HORT-179L	Wolcott	S 9:00-12:30pm OH-101 4/02-5/21
Fall 2018	8305	HORT-170	Wolcott	MS 05:00PM-08:10PM OH-101
Fall 2016	8484	HORT-148L	Wolcott	S 9:00-2:50pm OH-101 9/10-11/05
Spring 2018	8490	HORT-179	Wolcott	THS 05:00PM-07:50PM KIN-1 1/20-5/25
Fall 2017	8713	HORT-171	Wolcott	S 9:00-12:00pm OH-101 8/12-11/04
Spring 2017	8771	HORT-141	Wolcott	T 7:00-9:50pm OH-101
Spring 2017	8772	HORT-141L	Wolcott	S 12:00-4:20pm OH-101 2/25-5/20
Fall 2003	0686	ENGL-122	Wolf	TTH 2:00-3:15pm LA-211
Summer 2007	5001	ENGL-122	Wolf	online 6/18-7/26
Summer 2006	5005	ENGL-122	Wolf	online 6/19-7/27
Summer 2007	5678	ENGL-122	Wolf	online 6/18-7/26
Fall 2004	5930	ENGL-126	Wolf	online 8/19-12/19
Spring 2006	5987	ENGL-122	Wolf	online
Spring 2007	5987	ENGL-122	Wolf	online
Summer 2008	8040	ENGL-122	Wolf	MW 6:15-9:50pm H-111 6/16-7/30
Summer 2004	8042	ENGL-123	Wolf	TTH 6:30-9:45pm LC-110 6/15-8/05
Fall 2003	8120	ENGL-118	Wolf	T 4:00-6:50pm LC-110
Fall 2005	8138	ENGL-122	Wolf	TH 7:00-9:50pm BFL-112
Fall 2006	8158	ENGL-118	Wolf	W 7:00-9:50pm LA-213
Summer 2008	8178	ENGL-118	Wolf	TTH 6:15-9:50pm H-111 6/17-7/31
Spring 2005	8440	ENGL-118	Wolf	TH 7:00-9:50pm LC-109
Fall 2007	8589	ENGL-126	Wolf	W 7:00-9:50pm LA-113 8/16-12/16
Summer 2004	8680	ENGL-150	Wolf	MW 6:30-9:45pm BE-210 6/14-8/04
Fall 2005	8753	ENGL-122	Wolf	TTH 5:30-6:45pm LA-117
Spring 2004	8772	ENGL-130	Wolf	M 7:00-9:50pm LA-117
Fall 2001	1828	SOCIO-123	Wolf	MWF 11:00-11:50am MA-104
Fall 2001	1829	SOCIO-125	Wolf	MWF 10:00-10:50am MA-101
Spring 2002	3571	SOCIO-123	Wolf	MWF 11:00-11:50am LA-218
Fall 2004	8509	CHEM-108	Wollenberg	TTH 7:00-8:30pm PS-277 8/19-12/19
Fall 2003	8509	CHEM-108	Wollenberg	TTH 7:00-8:30pm PS-277
Fall 2002	8925	CHEM-108	Wollenberg	MWTH 5:30-7:00pm PS-277 9/23-12/12
Spring 2004	8928	CHEM-108	Wollenberg	TTH 7:00-8:30pm PS-277
Spring 2002	8931	CHEM-120	Wollenberg	TTH 6:00-7:30pm PS-277
Spring 2015	1368	MUSX-178	Wolter	M 2:00-4:50pm M-136
Spring 2013	1368	MUSIC-178	Wolter	M 2:00-4:50pm M-136
Spring 2012	1368	MUSIC-178	Wolter	M 2:00-4:50pm M-136
Spring 2017	1368	MUSX-178	Wolter	T 9:30-12:20pm M-136
Spring 2016	1368	MUSX-178	Wolter	M 9:30-12:20pm M-136
Spring 2018	1368	MUSX-178	Wolter	WW 09:30AM-11:30AM M-136 1/20-5/25
